order_id,email,address_id,total_amount,date_of_order,date_of_service,status_of_order
383,glarcherjz@t-online.de,0,53.97,12/13/2023,,cancelled
384,vgrunwaldjr@arstechnica.com,1,451.64,11/5/2022,5/25/2023,delivered
385,jsimonittony@tuttocitta.it,0,5.39,7/18/2023,,cancelled
386,sschmuhlnt@github.io,2,462.94,11/16/2023,,cancelled
387,smordaunt7@parallels.com,1,63.96,2/9/2022,,cancelled
388,yweighell5s@gizmodo.com,0,161.91,3/27/2022,,cancelled
389,acreenanrf@parallels.com,0,89.86,8/17/2023,11/29/2023,delivered
390,tkighly1v@e-recht24.de,2,649.95,12/14/2022,11/21/2023,delivered
391,wpedrocco6c@forbes.com,0,90,3/12/2023,6/20/2023,delivered
392,wslaterhw@cornell.edu,0,735.15,6/15/2023,,cancelled
393,slobdx@cnn.com,3,29.95,3/20/2023,,ordered
394,psermine3@myspace.com,1,360.98,2/12/2023,,ordered
395,callewellig@rambler.ru,0,152.85,1/18/2022,11/11/2023,delivered
396,hwellum5t@biblegateway.com,1,707.76,4/19/2023,,ordered
397,pspaunton1o@constantcontact.com,1,719.8,2/18/2022,,ordered
398,vlegalle8v@chicagotribune.com,1,0,5/26/2023,,ordered
399,rfoyster4t@t-online.de,0,1738.92,2/15/2022,,ordered
400,mbenedtti80@google.cn,0,41.97,12/21/2022,,ordered
401,lbettanaygf@1688.com,0,463.2,7/27/2023,12/22/2023,delivered
402,apealing6m@unblog.fr,0,944.98,12/28/2022,,ordered
403,svequaud3f@aboutads.info,0,263.98,3/23/2023,4/8/2023,delivered
404,cluesleym9@hexun.com,2,64.95,6/8/2022,,cancelled
405,cstolli52@europa.eu,0,72.95,6/17/2022,10/11/2023,delivered
406,kstuckfordes@rambler.ru,2,111.93,11/6/2023,12/8/2023,delivered
407,hheckle73@bandcamp.com,3,1412.95,4/11/2023,,ordered
408,cganterjy@digg.com,0,97.28,12/19/2023,,cancelled
409,gcorradeschie@usnews.com,3,1491.57,7/19/2022,,cancelled
410,ffouldjk@toplist.cz,0,0,6/20/2023,11/23/2023,delivered
411,hlingley4@addtoany.com,0,103.96,4/24/2023,,cancelled
412,klittlejohnh3@acquirethisname.com,2,114.96,3/28/2023,,ordered
413,llogesdalel4@wordpress.com,0,63.96,7/27/2023,,ordered
414,mstrawbridgef@unc.edu,0,213.98,11/21/2022,,ordered
415,jdimmickbg@psu.edu,0,1229.53,9/25/2023,,ordered
416,psambrok2v@mayoclinic.com,0,1999.98,10/15/2022,4/11/2023,delivered
417,wpotkin8@dot.gov,2,214.2,1/22/2022,3/17/2023,delivered
418,cgowmana7@bbb.org,0,175.92,12/6/2022,,ordered
419,vsomersetnl@de.vu,2,839.96,4/22/2023,6/26/2023,delivered
420,mfusedaledj@live.com,1,963.95,1/16/2022,,ordered
421,bsandys6j@cdbaby.com,2,2772.26,11/9/2022,11/4/2023,delivered
422,miacoboni1r@ycombinator.com,3,268.7,12/5/2022,,cancelled
423,dadkinsba@google.ca,1,28.96,10/8/2022,,ordered
424,ddaudg6@marriott.com,1,7065.87,4/11/2023,5/8/2023,delivered
425,kstuckfordes@rambler.ru,0,227.98,2/20/2022,,cancelled
426,aspellworth6b@godaddy.com,1,551.65,5/2/2023,12/5/2023,delivered
427,adobrovolnyo4@linkedin.com,0,94.98,4/3/2023,,ordered
428,nschobernr@webmd.com,0,21.98,3/19/2023,8/29/2023,delivered
429,mborehamhm@i2i.jp,3,2957.46,10/1/2022,,cancelled
430,boxer4r@ow.ly,3,7031.59,7/18/2023,9/6/2023,delivered
431,mwoollard6g@bbc.co.uk,0,225.19,6/1/2023,,cancelled
432,ssimmsfw@hugedomains.com,1,108.72,11/26/2023,,ordered
433,abutting33@ucoz.com,0,1799.97,12/2/2023,,cancelled
434,cberickio@dot.gov,0,308.65,4/14/2023,,ordered
435,kgiacomi1t@4shared.com,1,363.6,1/7/2023,2/22/2023,delivered
436,chiddyrd@usatoday.com,1,217.92,11/13/2023,,ordered
437,smarriageei@sitemeter.com,2,45.73,7/13/2022,,cancelled
438,fmacanelleyfx@fotki.com,3,1310.4,4/12/2022,,ordered
439,tlebrun96@xrea.com,0,425.34,7/18/2023,,ordered
440,amatevosianfp@wikipedia.org,0,87.49,7/20/2023,11/21/2023,delivered
441,esamberjp@loc.gov,1,0,11/5/2022,,cancelled
442,tkighly1v@e-recht24.de,2,113.99,2/13/2022,,cancelled
443,mribalv@home.pl,1,63.96,1/10/2022,,ordered
444,cfossitt3x@weebly.com,2,375.94,9/21/2023,,cancelled
445,dproudlovenb@ftc.gov,0,49.95,7/20/2022,,cancelled
446,dwaytej0@state.tx.us,3,3.99,1/8/2022,,ordered
447,ddowsgv@whitehouse.gov,0,161.19,6/10/2023,,ordered
448,ebruntd1@etsy.com,1,222.16,3/28/2022,7/31/2023,delivered
449,cgaffey5b@zimbio.com,1,58.8,9/25/2022,5/31/2023,delivered
450,mivoshin7o@merriam-webster.com,3,126.68,8/11/2022,,ordered
451,tdepietrial@bloglines.com,2,2231.96,12/11/2023,,cancelled
452,iheinschkek2@businessinsider.com,0,17.99,4/28/2022,,ordered
453,jburressdh@bloglovin.com,0,34,12/12/2022,12/17/2022,delivered
454,lboribalrk@cnn.com,0,404.8,10/27/2023,,ordered
455,ghaggart8i@networkadvertising.org,1,308.67,8/21/2022,,ordered
456,mbarthoti9@reuters.com,1,160.09,1/24/2023,,ordered
457,xolliveoh@diigo.com,0,103.77,12/5/2022,,ordered
458,rkerrey95@wikispaces.com,0,50.97,7/2/2022,,cancelled
459,tdepietrial@bloglines.com,0,92.92,6/21/2022,,ordered
460,xbartelo3@sohu.com,2,72,1/25/2023,2/24/2024,delivered
461,wisakowiczeu@army.mil,2,182.14,5/19/2022,,cancelled
462,jwaisonm0@upenn.edu,0,1909.69,9/1/2022,,ordered
463,sspraginga1@cbsnews.com,0,1016.97,3/8/2022,,cancelled
464,cbaskwelll2@va.gov,0,72,1/20/2023,,cancelled
465,kfirbyk@examiner.com,0,69.95,6/23/2022,,ordered
466,rwadgeaa@tumblr.com,1,381.86,7/28/2023,,cancelled
467,rwollacottaz@aboutads.info,0,163.5,8/25/2023,10/6/2023,delivered
468,astute0@hubpages.com,1,0,2/8/2023,,cancelled
469,kbaseggio9t@wordpress.com,1,419.98,10/25/2023,,cancelled
470,ffouldjk@toplist.cz,3,517.91,9/25/2022,,cancelled
471,hmccahey2s@nasa.gov,0,157.34,11/20/2022,2/14/2023,delivered
472,htittletross2w@craigslist.org,3,92.95,7/17/2022,,ordered
473,dbentzen8d@ed.gov,1,0,6/25/2022,,cancelled
474,jibbott61@domainmarket.com,0,187.96,5/18/2022,,ordered
475,svequaud3f@aboutads.info,1,172.99,9/5/2022,7/20/2023,delivered
476,jfluckerg0@squidoo.com,3,840,12/25/2022,,ordered
477,rbondesenq7@auda.org.au,1,5689.96,8/8/2022,10/28/2023,delivered
478,lcomolettih6@seesaa.net,1,1828.9,4/28/2023,,cancelled
479,rcopingj2@canalblog.com,3,472.71,5/1/2022,,cancelled
480,tkighly1v@e-recht24.de,3,43.96,5/28/2022,1/10/2024,delivered
481,mhuxsterax@japanpost.jp,1,0,4/8/2022,,ordered
482,ktolossipy@trellian.com,1,79.48,11/19/2022,,cancelled
483,apietronicy@hhs.gov,1,3177.7,11/16/2023,,ordered
484,tdepietrial@bloglines.com,2,0,12/17/2023,,cancelled
485,wisakowiczeu@army.mil,0,62.48,9/3/2022,,cancelled
486,fdulsonah@github.com,0,124.96,6/14/2023,9/6/2023,delivered
487,rmaskill58@usatoday.com,2,75.95,6/3/2022,,cancelled
488,awardale5i@globo.com,0,14391.95,11/1/2023,,ordered
489,tmccullyb3@who.int,0,914.94,7/11/2022,2/17/2024,delivered
490,wpotkin8@dot.gov,1,154.11,10/14/2022,,ordered
491,sschmuhlnt@github.io,1,511.56,1/9/2023,,cancelled
492,mmackinnonbp@noaa.gov,0,1187.66,2/4/2023,8/10/2023,delivered
493,llittlefair2j@g.co,3,268.18,5/5/2022,,cancelled
494,cbaskwelll2@va.gov,0,256.93,7/2/2022,,cancelled
495,ncisconz@blogs.com,3,119.95,9/23/2023,12/15/2023,delivered
496,cwasbrough99@acquirethisname.com,2,0,6/28/2023,,ordered
497,tfinnan8s@upenn.edu,2,0,6/10/2022,2/19/2024,delivered
498,tgoudacv@google.com.br,2,108.97,6/27/2022,,ordered
499,obatemandn@bizjournals.com,2,72.96,6/9/2023,1/11/2024,delivered
500,iandrysiak35@wisc.edu,0,174.92,2/1/2023,,cancelled
501,tfinnan8s@upenn.edu,2,117.9,6/2/2022,8/18/2023,delivered
502,hkirwanm1@google.com,1,52.99,12/9/2022,,cancelled
503,hkirwanm1@google.com,1,71.08,12/22/2022,,cancelled
504,ddaudg6@marriott.com,2,195.74,1/23/2023,,ordered
505,jstollsteimero@tamu.edu,0,121.98,2/10/2022,4/7/2023,delivered
506,cbeckhurst7u@twitter.com,0,23.98,10/8/2023,,cancelled
507,fscholtep7@ow.ly,0,185.17,10/23/2023,,cancelled
508,kbottinelli1m@moonfruit.com,2,218.16,1/7/2022,6/17/2023,delivered
509,tkennerleyqj@4shared.com,3,109.46,6/11/2023,2/13/2024,delivered
510,sbaudreye2@eventbrite.com,1,254.54,11/16/2023,11/18/2023,delivered
511,rcopingj2@canalblog.com,2,36,10/8/2023,,ordered
512,lwacklyhq@weibo.com,2,33.98,8/14/2023,1/14/2024,delivered
513,rcopingj2@canalblog.com,1,44.95,10/23/2022,,cancelled
514,pandrassygq@bbb.org,1,19.98,12/28/2022,2/26/2024,delivered
515,mobrayd3@ca.gov,3,55.62,1/22/2022,8/2/2023,delivered
516,rhuniwall24@php.net,1,179.43,9/24/2023,,ordered
517,rkerrey95@wikispaces.com,0,5.99,8/13/2023,,ordered
518,edennis65@chronoengine.com,1,0,9/8/2023,,ordered
519,ltrattonkp@arizona.edu,0,858.99,7/25/2023,,cancelled
520,fsalwayja@bloomberg.com,1,37.08,9/9/2022,,cancelled
521,fsher5u@imdb.com,0,0,6/3/2022,2/17/2024,delivered
522,cgaffey5b@zimbio.com,1,58,8/8/2023,9/28/2023,delivered
523,fdurbridge2n@yandex.ru,0,100,1/22/2023,,cancelled
524,rkerkhamg9@independent.co.uk,0,134.99,7/11/2022,,cancelled
525,wslaterhw@cornell.edu,1,749.5,5/1/2022,12/20/2023,delivered
526,hwellum5t@biblegateway.com,3,51,2/16/2022,,ordered
527,cspoorsd2@independent.co.uk,0,173.97,9/14/2022,,cancelled
528,adesouza3u@desdev.cn,3,116.92,10/13/2022,,ordered
529,dgreasley7z@photobucket.com,0,198.95,5/3/2023,11/23/2023,delivered
530,cheakerct@elegantthemes.com,0,80.98,5/24/2022,,cancelled
531,cgrimseylu@nationalgeographic.com,1,35.98,3/24/2022,,cancelled
532,sbraccog3@unc.edu,1,158.43,2/1/2022,,ordered
533,lwacklyhq@weibo.com,3,497.19,5/25/2022,9/19/2023,delivered
534,airedale40@cbc.ca,1,176.85,9/13/2023,12/21/2023,delivered
535,josmaraq@moonfruit.com,0,586.67,12/3/2022,,cancelled
536,tlongstreet5o@4shared.com,2,280.33,4/9/2022,,ordered
537,tschruyer5v@disqus.com,1,135.49,3/17/2023,1/19/2024,delivered
538,ybarnewelljb@cnbc.com,0,26.38,5/25/2023,1/11/2024,delivered
539,dondricekin@simplemachines.org,1,42.57,7/25/2022,,cancelled
540,ejedrzejki@pen.io,2,2999.95,12/21/2022,,ordered
541,plazenby2l@youku.com,1,92.92,6/5/2023,,cancelled
542,kwagenl0@loc.gov,0,97.28,3/7/2023,7/21/2023,delivered
543,bogradypi@jalbum.net,0,0,4/2/2022,12/2/2023,delivered
544,kcantuafy@omniture.com,0,142.45,3/10/2023,,ordered
545,dgowanlockcg@wired.com,2,20.78,6/6/2023,2/8/2024,delivered
546,ddaudg6@marriott.com,0,63.96,8/12/2022,10/7/2023,delivered
547,ebeardsdaleg8@a8.net,0,63.96,12/23/2023,,cancelled
548,mcrombieq5@indiegogo.com,1,868.11,4/24/2022,,cancelled
549,yweighell5s@gizmodo.com,0,11.97,5/6/2023,9/17/2023,delivered
550,frowthornby@blog.com,0,55.83,11/4/2023,,cancelled
551,wcreaseie@alibaba.com,0,69.75,8/6/2022,,ordered
552,ghaggart8i@networkadvertising.org,1,1101.11,8/22/2023,10/1/2023,delivered
553,rkerkhamg9@independent.co.uk,2,252.42,6/25/2022,,ordered
554,avenardfd@spiegel.de,0,437.96,5/9/2022,,cancelled
555,acreenanrf@parallels.com,0,0,2/15/2023,,ordered
556,hgilhoolyrq@behance.net,1,944.86,5/2/2023,,cancelled
557,tkennerleyqj@4shared.com,2,294.75,5/7/2022,2/23/2024,delivered
558,skehoeds@mayoclinic.com,0,58,12/11/2022,,cancelled
559,afurley21@pbs.org,1,511.42,9/5/2023,2/20/2024,delivered
560,tfinnan8s@upenn.edu,1,12.99,9/7/2022,1/5/2024,delivered
561,mhughlin2a@forbes.com,0,187.95,6/19/2022,,cancelled
562,khastylc@go.com,0,851,7/16/2022,,cancelled
563,tlairdcraig2@about.me,1,116.15,9/23/2023,1/12/2024,delivered
564,smoonf4@independent.co.uk,1,0,10/10/2023,,ordered
565,cdunkerklk@photobucket.com,0,2999.97,1/8/2023,,ordered
566,dbentzen8d@ed.gov,0,535.63,11/2/2023,,cancelled
567,apealing6m@unblog.fr,3,140.25,7/27/2022,9/10/2022,delivered
568,ahenkmannj4@yellowpages.com,2,0,12/7/2022,,cancelled
569,adesouza3u@desdev.cn,2,815.98,9/2/2022,,cancelled
570,mfusedaledj@live.com,0,391.92,12/5/2023,,cancelled
571,uheberdena8@addtoany.com,1,719.8,12/19/2022,4/17/2023,delivered
572,aelster2b@wsj.com,1,70.95,5/27/2022,11/2/2023,delivered
573,wtwycross86@meetup.com,1,119.42,8/12/2023,2/15/2024,delivered
574,gsimionatorr@oracle.com,1,1680,9/10/2023,,cancelled
575,hrouxfb@altervista.org,1,69.96,11/3/2023,,cancelled
576,dguillouxp2@dyndns.org,1,37.07,12/17/2022,11/2/2023,delivered
577,sdiegojq@cmu.edu,0,475.96,2/11/2022,,cancelled
578,imcgillivrayij@wix.com,0,96.95,12/1/2022,,ordered
579,bdechastelaindl@psu.edu,1,853.56,11/19/2023,12/23/2023,delivered
580,pocurneen84@github.io,0,52.76,9/12/2023,,ordered
581,sfolominol@biglobe.ne.jp,0,21.42,9/14/2023,,ordered
582,tfinnan8s@upenn.edu,0,657.79,2/15/2022,,ordered
583,lgherardescin3@samsung.com,0,172.95,12/14/2023,,ordered
584,voxtoby50@ustream.tv,2,204.26,4/28/2022,,ordered
585,nhargessfi@163.com,1,462.47,11/18/2023,1/14/2024,delivered
586,fdurbridge2n@yandex.ru,2,67.14,8/23/2023,,cancelled
587,aasburyek@house.gov,0,17.99,2/10/2023,,ordered
588,jmaryanno@comcast.net,2,548.88,11/20/2023,1/22/2024,delivered
589,rausteno2@intel.com,0,2677.78,10/21/2022,1/22/2024,delivered
590,plazenby2l@youku.com,1,62.48,5/5/2022,,cancelled
591,wskellongx@purevolume.com,0,231.93,4/3/2023,,cancelled
592,jmaccallamle@lulu.com,1,152.96,5/7/2023,1/1/2024,delivered
593,ngeeritzl8@jugem.jp,0,74.85,6/13/2022,,cancelled
594,agibbettslo@creativecommons.org,2,197,6/11/2022,,ordered
595,jjagiello7e@washington.edu,0,204.78,8/1/2023,,cancelled
596,lboribalrk@cnn.com,3,1064.21,8/4/2023,,ordered
597,tdepietrial@bloglines.com,0,835.98,2/21/2022,,cancelled
598,gwasselin3l@gmpg.org,3,7.98,4/21/2023,,ordered
599,jwaisonm0@upenn.edu,3,156.2,7/11/2023,,cancelled
